# Results for 1000 trials
# n   time (msec)
# ---------------
1  0
2  0
3  0
4  0
5  1
6  0
7  0
8  0
9  1
10  0
11  1
12  0
13  0
14  0
15  1
16  1
17  1
18  1
19  0
20  1
21  1
22  1
23  1
24  1
25  1
26  1
27  1
28  0
29  1
30  1
31  1
32  1
33  1
34  1
35  1
36  2
37  1
38  1
39  2
40  1
41  1
42  1
43  1
44  1
45  1
46  1
47  2
48  4
49  2
50  2
